Consum(kWh),Duration_hours,Site,CP ID,Connector Type,Connector,Start_hour,End_hour,Day_of_week,is_weekend,season
3990.269,467.6361111,"Lochee Charging Hub, Aimer Square, Dundee",52667,rapid,DD2 3BH,14,15,1,0,2
3275.223,400.7505556,"Princes Street Charging Hub, Dundee",APT51422,rapid,DD4 6BY,13,13,2,0,2
1906.689,240.96,"Queen Street Charging Hub, Dundee",APT51597,ac,DD5 2HD,14,14,3,0,2
4299.323,407.2875,"Princes Street Charging Hub, Dundee",APT51422,rapid,DD4 6BY,16,12,4,0,2
4518.04,309.9455555,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,18,11,5,1,2
3954.435,354.0530556,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,12,1,6,1,2
3312.601,491.6638889,"Princes Street Charging Hub, Dundee",51585,rapid,DD4 6BY,14,15,0,0,2
3670.989,461.8425,"Lochee Charging Hub, Aimer Square, Dundee",51585,rapid,DD2 3BH,11,11,2,0,2
4057.549,485.8497222,"Lochee Charging Hub, Aimer Square, Dundee",51585,rapid,DD2 3BH,16,17,3,0,2
4038.069,432.6275,"Lochee Charging Hub, Aimer Square, Dundee",APT51549,rapid,DD2 3BH,12,13,4,0,2
4588.928,395.1547222,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,18,12,5,1,2
4714.108,487.2819445,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,13,14,6,1,2
3419.435,511.7341666,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,13,14,0,0,2
3603.688,410.4872222,"Lochee Charging Hub, Aimer Square, Dundee",APT51549,rapid,DD2 3BH,13,13,2,0,3
4066.657,434.5908333,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,14,15,3,0,3
5109.537,327.6402778,"Princes Street Charging Hub, Dundee",51424,rapid,DD4 6BY,14,14,4,0,3
4661.978,638.8102778,"Lochee Charging Hub, Aimer Square, Dundee",51424,rapid,DD2 3BH,11,12,5,1,3
4456.772,639.5788889,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,14,11,6,1,3
4024.139,474.7733334,"Lochee Charging Hub, Aimer Square, Dundee",51585,rapid,DD2 3BH,12,13,0,0,3
3820.563,367.9483333,"Lochee Charging Hub, Aimer Square, Dundee",53318,rapid,DD2 3BH,10,10,3,0,3
3553.76,403.8519444,"Princes Street Charging Hub, Dundee",51585,rapid,DD4 6BY,16,13,4,0,3
3439.723,286.9016667,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,20,21,5,1,3
2607.351,285.5866667,"Lochee Charging Hub, Aimer Square, Dundee",APT51547,rapid,DD2 3BH,14,15,6,1,3
2465.841,331.5036111,"Princes Street Charging Hub, Dundee",APT51547,rapid,DD4 6BY,11,11,0,0,3
8365.581,76.38555556,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,7,16,1,0,3
2769.649,294.0938889,"Princes Street Charging Hub, Dundee",51424,rapid,DD4 6BY,15,16,2,0,3
4889.48,437.6619445,"Princes Street Charging Hub, Dundee",51585,rapid,DD4 6BY,13,15,3,0,3
4721.345,447.9419444,"Princes Street Charging Hub, Dundee",51585,rapid,DD4 6BY,13,11,4,0,3
5547.164,415.6055556,"Princes Street Charging Hub, Dundee",51585,rapid,DD4 6BY,14,15,5,1,3
5043.601,438.0286111,"Princes Street Charging Hub, Dundee",APT51422,rapid,DD4 6BY,10,13,6,1,3
5101.515,497.1669444,"Princes Street Charging Hub, Dundee",APT51549,rapid,DD4 6BY,14,16,2,0,3
2584.219,382.8663889,"Lochee Charging Hub, Aimer Square, Dundee",APT51549,rapid,DD2 3BH,13,13,4,0,3
4375.722,392.1877778,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,10,13,5,1,3
5079.249,431.3286111,"Princes Street Charging Hub, Dundee",51424,rapid,DD4 6BY,14,15,6,1,3
4997.708,615.8591667,"Princes Street Charging Hub, Dundee",51424,rapid,DD4 6BY,12,16,0,0,3
5179.389,621.3169445,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,13,13,1,0,3
4672.916,460.1322222,"Princes Street Charging Hub, Dundee",51424,rapid,DD4 6BY,16,15,2,0,3
4867.365,481.7638889,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,11,15,3,0,3
7646.878,476.9072222,"Princes Street Charging Hub, Dundee",51424,rapid,DD4 6BY,15,16,4,0,3
4505.543,335.8938889,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,14,16,5,1,3
5273.873,391.5872222,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,12,16,6,1,3
4265.217,385.7311111,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,11,11,0,0,3
4093.322,450.0894444,"Princes Street Charging Hub, Dundee",51424,rapid,DD4 6BY,16,15,2,0,3
4814.496,566.7597222,"Princes Street Charging Hub, Dundee",51424,rapid,DD4 6BY,11,15,3,0,3
5270.27,480.8711111,"Princes Street Charging Hub, Dundee",APT51549,rapid,DD4 6BY,16,12,4,0,3
6029.705,463.3941667,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,11,14,5,1,3
4834.264,395.3963889,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,12,12,6,1,3
4692.226,276.4144445,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,12,12,1,0,3
4836.229,458.6266667,"Princes Street Charging Hub, Dundee",51424,rapid,DD4 6BY,12,15,2,0,3
5742.541,491.8669445,"Princes Street Charging Hub, Dundee",APT51549,rapid,DD4 6BY,10,12,4,0,3
6568.843,414.2427778,"Princes Street Charging Hub, Dundee",51585,rapid,DD4 6BY,11,12,5,1,3
5347.914,387.7586111,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,1,1,6,1,3
4939.459,364.2936111,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,13,17,1,0,3
5247.987,648.8338889,"Lochee Charging Hub, Aimer Square, Dundee",51584,rapid,DD2 3BH,12,14,3,0,3
5130.685,516.7027778,"Princes Street Charging Hub, Dundee",APT51422,rapid,DD4 6BY,14,15,4,0,3
5210.457,528.6286111,"Princes Street Charging Hub, Dundee",APT51549,rapid,DD4 6BY,10,16,6,1,3
4671.076,369.2577778,"Princes Street Charging Hub, Dundee",51424,rapid,DD4 6BY,12,13,0,0,3
4717.951,573.8005556,"Princes Street Charging Hub, Dundee",51424,rapid,DD4 6BY,16,14,1,0,3
5376.566,573.32,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,17,17,2,0,3
5443.184,556.0966667,"Lochee Charging Hub, Aimer Square, Dundee",51424,rapid,DD2 3BH,19,19,3,0,3
5347.895,644.4994444,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,9,13,4,0,3
6032.779,438.4408333,"Lochee Charging Hub, Aimer Square, Dundee",APT51423,rapid,DD2 3BH,13,12,5,1,3
6121.083,610.3372222,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,12,14,6,1,3
5143.079,569.4525,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,16,17,0,0,3
5416.74,576.8497222,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,11,13,1,0,3
5541.664,633.5444444,"Lochee Charging Hub, Aimer Square, Dundee",52667,rapid,DD2 3BH,17,17,2,0,3
6644.459,557.3694444,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,10,14,4,0,3
6449.719,560.3269444,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,14,12,5,1,3
6246.723,551.7616667,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,15,12,6,1,3
4884.213,636.5544444,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,10,16,0,0,3
4134.519,600.7988889,"Princes Street Charging Hub, Dundee",APT51549,rapid,DD4 6BY,12,13,1,0,3
4401.397,341.4597222,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,16,16,3,0,0
3595.73,345.8027778,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,14,15,4,0,0
3877.503,452.9936111,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,10,13,6,1,0
4593.471,605.0163889,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,13,12,0,0,0
4923.033,534.7183333,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,15,17,1,0,0
4217.708,591.6244444,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,16,17,2,0,0
4045.87,527.2830555,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,12,13,3,0,0
5730.04,592.7444444,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,13,16,4,0,0
6228.731,486.5413889,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,13,16,5,1,0
5526.95,634.0916667,"Princes Street Charging Hub, Dundee",APT51422,rapid,DD4 6BY,14,14,6,1,0
5228.73,559.2430556,"Lochee Charging Hub, Aimer Square, Dundee",51550,rapid,DD2 3BH,14,13,0,0,0
5688.243,624.8375,"Princes Street Charging Hub, Dundee",APT51422,rapid,DD4 6BY,16,16,1,0,0
5376.887,664.9030555,"Princes Street Charging Hub, Dundee",APT51422,rapid,DD4 6BY,15,15,2,0,0
5851.33,665.1094445,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,12,15,3,0,0
5662.378,500.3925,"Queen Street Charging Hub, Dundee",51421,rapid,DD5 2HD,11,18,4,0,0
2777.902,300.1983333,"Princes Street Charging Hub, Dundee",APT51422,rapid,DD4 6BY,15,15,5,1,0
3770.39,310.8691667,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,12,12,6,1,0
5248.852,491.1833334,"Queen Street Charging Hub, Dundee",51421,rapid,DD5 2HD,14,16,0,0,0
4260.117,400.7461111,"Queen Street Charging Hub, Dundee",51584,rapid,DD5 2HD,14,15,1,0,0
3761.133,507.5344444,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,16,16,2,0,0
4516.155,462.5486111,"Princes Street Charging Hub, Dundee",51424,rapid,DD4 6BY,12,12,3,0,0
4282.298,359.87,"Princes Street Charging Hub, Dundee",APT51422,rapid,DD4 6BY,15,14,4,0,0
2930.06,299.2769445,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,20,20,5,1,0
4897.442,492.1594444,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,9,14,6,1,0
4945.619,422.5563889,"Lochee Charging Hub, Aimer Square, Dundee",51421,rapid,DD2 3BH,15,15,1,0,0
5410.507,281.5941667,"Princes Street Charging Hub, Dundee",51585,rapid,DD4 6BY,1,15,2,0,0
5735.057,331.8658333,"Lochee Charging Hub, Aimer Square, Dundee",51548,rapid,DD2 3BH,11,15,3,0,0
6974.704,400.2177778,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,11,13,4,0,0
5644.089,307.8169444,"Lochee Charging Hub, Aimer Square, Dundee",APT51423,rapid,DD2 3BH,11,11,5,1,0
6491.183,455.2144444,"Lochee Charging Hub, Aimer Square, Dundee",APT51549,rapid,DD2 3BH,15,15,6,1,0
8423.526,435.7713889,"Princes Street Charging Hub, Dundee",51426,rapid,DD4 6BY,11,15,0,0,0
8621.526,607.8158333,"Princes Street Charging Hub, Dundee",51424,rapid,DD4 6BY,12,17,1,0,0
7599.979,567.1161111,"Lochee Charging Hub, Aimer Square, Dundee",51421,rapid,DD2 3BH,9,16,2,0,0
5584.146,616.2175,"Princes Street Charging Hub, Dundee",51584,rapid,DD4 6BY,11,13,3,0,0
5865.226,608.365,"Queen Street Charging Hub, Dundee",51584,rapid,DD5 2HD,14,14,4,0,0
5638.03,487.9194444,"Princes Street Charging Hub, Dundee",APT51422,rapid,DD4 6BY,13,15,5,1,0
4992.142,540.8419444,"Princes Street Charging Hub, Dundee",APT51422,rapid,DD4 6BY,11,16,6,1,0
4563.66,498.5605556,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,14,15,0,0,0
5353.279,600.6777778,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,16,15,1,0,0
4844.452,593.4333333,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,14,16,2,0,0
5123.261,568.4352778,"Lochee Charging Hub, Aimer Square, Dundee",51584,rapid,DD2 3BH,12,14,3,0,0
5668.51,669.3019444,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,14,15,4,0,0
5595.483,466.8311111,"Princes Street Charging Hub, Dundee",APT51422,rapid,DD4 6BY,12,15,5,1,0
4923.697,447.1525,"Queen Street Charging Hub, Dundee",51584,rapid,DD5 2HD,13,14,6,1,0
4283.479,502.3483333,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,14,15,0,0,0
4698.053,435.6208333,"Princes Street Charging Hub, Dundee",52667,rapid,DD4 6BY,14,15,1,0,0
4742.095,417.0408333,"Princes Street Charging Hub, Dundee",51584,rapid,DD4 6BY,13,14,2,0,0
5022.584,526.9022222,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,13,14,3,0,0
5258.13,557.3066667,"Princes Street Charging Hub, Dundee",APT51422,rapid,DD4 6BY,14,14,4,0,0
5495.809,384.2477778,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,13,15,5,1,0
5433.032,545.2563889,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,14,14,6,1,0
5158.923,596.0902778,"Queen Street Charging Hub, Dundee",51421,rapid,DD5 2HD,13,14,0,0,0
3227.12,344.6725,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,13,13,1,0,0
3883.2,446.9230556,"Lochee Charging Hub, Aimer Square, Dundee",APT51422,rapid,DD2 3BH,14,16,2,0,0
5171.395,478.7961111,"Queen Street Charging Hub, Dundee",51584,rapid,DD5 2HD,13,15,3,0,0
5061.638,353.6208333,"Princes Street Charging Hub, Dundee",APT51422,rapid,DD4 6BY,10,12,4,0,0
5846.604,379.8575,"Princes Street Charging Hub, Dundee",APT51594,rapid,DD4 6BY,15,16,5,1,0
5862.366,394.2172222,"Lochee Charging Hub, Aimer Square, Dundee",APT51423,rapid,DD2 3BH,13,16,6,1,0
6414.755,300.6102778,"Princes Street Charging Hub, Dundee",51424,rapid,DD4 6BY,11,15,0,0,0
5822.378,352.6552778,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,14,15,1,0,0
6061.714,379.4505556,"Lochee Charging Hub, Aimer Square, Dundee",APT51422,rapid,DD2 3BH,13,14,2,0,0
7185.914,339.7119444,"Princes Street Charging Hub, Dundee",51426,rapid,DD4 6BY,12,15,3,0,0
8337.596,545.0433333,"Lochee Charging Hub, Aimer Square, Dundee",51421,rapid,DD2 3BH,13,15,4,0,0
8466.28,545.5197222,"Lochee Charging Hub, Aimer Square, Dundee",51421,rapid,DD2 3BH,11,14,5,1,0
5279.948,467.5758333,"Queen Street Charging Hub, Dundee",51421,rapid,DD5 2HD,12,14,6,1,0
4072.222,447.7591667,"Princes Street Charging Hub, Dundee",APT51422,rapid,DD4 6BY,15,15,0,0,0
5355.599,563.465,"Lochee Charging Hub, Aimer Square, Dundee",51421,rapid,DD2 3BH,13,15,1,0,0
5255.61,599.91,"Lochee Charging Hub, Aimer Square, Dundee",51584,rapid,DD2 3BH,14,15,2,0,0
4950.525,472.5488889,"Lochee Charging Hub, Aimer Square, Dundee",51585,rapid,DD2 3BH,13,16,3,0,0
5226.578,472.3283333,"Lochee Charging Hub, Aimer Square, Dundee",51421,rapid,DD2 3BH,11,11,4,0,0
6003.593,460.7438889,"Lochee Charging Hub, Aimer Square, Dundee",51421,rapid,DD2 3BH,13,14,5,1,0
4498.416,336.3011111,"Lochee Charging Hub, Aimer Square, Dundee",APT51422,rapid,DD2 3BH,15,16,6,1,0
5126.058,538.7197222,"Lochee Charging Hub, Aimer Square, Dundee",APT51422,rapid,DD2 3BH,15,11,0,0,0
5658.061,596.4791667,"Lochee Charging Hub, Aimer Square, Dundee",51421,rapid,DD2 3BH,14,17,1,0,0
5440.63,538.1775,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,13,14,2,0,0
5557.469,616.7338888,"Lochee Charging Hub, Aimer Square, Dundee",APT51425,rapid,DD2 3BH,13,16,3,0,0
5681.573,559.7152778,"Queen Street Charging Hub, Dundee",51585,rapid,DD5 2HD,13,14,4,0,0
5753.25,462.2766667,"Lochee Charging Hub, Aimer Square, Dundee",51584,rapid,DD2 3BH,13,14,5,1,0
5353.34,481.7880556,"Lochee Charging Hub, Aimer Square, Dundee",APT51422,rapid,DD2 3BH,10,11,6,1,0
4744.735,445.9755556,"Queen Street Charging Hub, Dundee",51548,rapid,DD5 2HD,13,16,0,0,0
4424.65,510.4952778,"Queen Street Charging Hub, Dundee",51424,rapid,DD5 2HD,12,14,1,0,1
4682.413,546.0305556,"Princes Street Charging Hub, Dundee",51550,rapid,DD4 6BY,14,15,2,0,1
5584.908,555.765,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,11,17,3,0,1
4946.73,352.8213889,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,12,12,4,0,1
5518.231,431.5308333,"Princes Street Charging Hub, Dundee",52667,rapid,DD4 6BY,15,15,5,1,1
5792.935,318.4675,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,20,16,6,1,1
6036.885,294.3252778,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,13,15,0,0,1
5532.897,420.5894444,"Lochee Charging Hub, Aimer Square, Dundee",60682,rapid,DD2 3BH,13,13,1,0,1
6713.633,294.3486111,"Princes Street Charging Hub, Dundee",APT51422,rapid,DD4 6BY,12,12,2,0,1
6562.593,496.6577778,"Lochee Charging Hub, Aimer Square, Dundee",51426,rapid,DD2 3BH,12,13,3,0,1
8237.343,625.2269444,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,17,16,4,0,1
8663.156,509.1261111,"Lochee Charging Hub, Aimer Square, Dundee",51421,rapid,DD2 3BH,20,20,5,1,1
5544.339,380.4002778,"Lochee Charging Hub, Aimer Square, Dundee",51421,rapid,DD2 3BH,12,14,6,1,1
4931.352,404.8138889,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,13,14,0,0,1
4507.851,410.3883333,"Princes Street Charging Hub, Dundee",APT51422,rapid,DD4 6BY,15,14,1,0,1
4049.789,373.4119444,"Queen Street Charging Hub, Dundee",APT51422,rapid,DD5 2HD,13,14,2,0,1
5908.7,553.9283333,"Queen Street Charging Hub, Dundee",APT51594,rapid,DD5 2HD,15,16,3,0,1
4809.191,427.3702778,"Lochee Charging Hub, Aimer Square, Dundee",51584,rapid,DD2 3BH,15,15,4,0,1
5523.513,401.055,"Lochee Charging Hub, Aimer Square, Dundee",51584,rapid,DD2 3BH,14,15,5,1,1
4939.559,368.4794444,"Lochee Charging Hub, Aimer Square, Dundee",51421,rapid,DD2 3BH,14,11,6,1,1
4750.951,388.8894445,"Lochee Charging Hub, Aimer Square, Dundee",51548,rapid,DD2 3BH,17,17,0,0,1
4646.85,403.9386111,"Lochee Charging Hub, Aimer Square, Dundee",51584,rapid,DD2 3BH,9,15,1,0,1
5026.07,476.5711111,"Lochee Charging Hub, Aimer Square, Dundee",51421,rapid,DD2 3BH,9,13,2,0,1
4691.46,487.265,"Lochee Charging Hub, Aimer Square, Dundee",51584,rapid,DD2 3BH,11,11,3,0,1
5236.047,525.5744445,"Lochee Charging Hub, Aimer Square, Dundee",APT51422,rapid,DD2 3BH,14,13,4,0,1
4862.91,319.4788889,"Lochee Charging Hub, Aimer Square, Dundee",51421,rapid,DD2 3BH,13,22,5,1,1
4682.961,342.7619445,"Lochee Charging Hub, Aimer Square, Dundee",51421,rapid,DD2 3BH,12,3,6,1,1
4069.868,326.78,"Lochee Charging Hub, Aimer Square, Dundee",51421,rapid,DD2 3BH,10,17,0,0,1
4709.692,466.1252778,"Lochee Charging Hub, Aimer Square, Dundee",APT51593,rapid,DD2 3BH,14,10,1,0,1
4908.547,438.3827778,"Lochee Charging Hub, Aimer Square, Dundee",51421,rapid,DD2 3BH,12,14,2,0,1
5949.745,496.5925,"Lochee Charging Hub, Aimer Square, Dundee",51421,rapid,DD2 3BH,15,15,3,0,1
4143.732,439.8486111,"Queen Street Charging Hub, Dundee",APT51422,rapid,DD5 2HD,15,14,4,0,1
4979.969,501.2327778,"Lochee Charging Hub, Aimer Square, Dundee",51421,rapid,DD2 3BH,9,13,5,1,1
5920.105,658.4275,"Lochee Charging Hub, Aimer Square, Dundee",51584,rapid,DD2 3BH,13,12,6,1,1
4180.327,361.2016667,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,13,13,0,0,1
5040.52,303.5561111,"Lochee Charging Hub, Aimer Square, Dundee",51548,rapid,DD2 3BH,14,15,1,0,1
6399.434,326.8894444,"Lochee Charging Hub, Aimer Square, Dundee",APT51422,rapid,DD2 3BH,12,11,2,0,1
6452.249,296.4158333,"Princes Street Charging Hub, Dundee",51548,rapid,DD4 6BY,12,13,3,0,1
6228.676,341.3180556,"Lochee Charging Hub, Aimer Square, Dundee",51548,rapid,DD2 3BH,10,11,4,0,1
6111.497,309.7547222,"Princes Street Charging Hub, Dundee",APT51422,rapid,DD4 6BY,10,12,5,1,1
6779.982,401.9316667,"Lochee Charging Hub, Aimer Square, Dundee",51426,rapid,DD2 3BH,14,16,6,1,1
8764.815,515.0880556,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,12,12,0,0,1
9327.097,410.5358334,"Lochee Charging Hub, Aimer Square, Dundee",51421,rapid,DD2 3BH,13,13,1,0,1
5680.997,423.0130555,"Princes Street Charging Hub, Dundee",APT51422,rapid,DD4 6BY,14,14,2,0,1
4519.65,340.9772222,"Princes Street Charging Hub, Dundee",APT51422,rapid,DD4 6BY,15,15,3,0,1
5456.192,404.2577778,"Princes Street Charging Hub, Dundee",APT51422,rapid,DD4 6BY,12,12,4,0,1
5169.658,335.4227778,"Princes Street Charging Hub, Dundee",APT51422,rapid,DD4 6BY,14,12,5,1,1
3862.688,330.5436111,"Princes Street Charging Hub, Dundee",APT51422,rapid,DD4 6BY,17,17,6,1,1
4441.166,321.9247222,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,13,14,0,0,1
5196.416,417.8513889,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,13,14,1,0,1
4125.422,355.9091667,"Lochee Charging Hub, Aimer Square, Dundee",51585,rapid,DD2 3BH,16,15,2,0,1
4829.291,305.3608333,"Queen Street Charging Hub, Dundee",51592,rapid,DD5 2HD,18,12,3,0,1
5534.955,528.0866666,"Lochee Charging Hub, Aimer Square, Dundee",51421,rapid,DD2 3BH,14,15,4,0,1
5172.061,275.1169445,"Queen Street Charging Hub, Dundee",51421,rapid,DD5 2HD,15,16,5,1,1
4822.378,296.1472222,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,15,14,6,1,1
4741.814,355.0094444,"Lochee Charging Hub, Aimer Square, Dundee",51548,rapid,DD2 3BH,16,11,0,0,1
4094.134,302.4191667,"Lochee Charging Hub, Aimer Square, Dundee",62125,rapid,DD2 3BH,14,15,1,0,1
5029.685,384.0972222,"Lochee Charging Hub, Aimer Square, Dundee",51585,rapid,DD2 3BH,13,16,2,0,1
3801.085,290.1713889,"Queen Street Charging Hub, Dundee",APT51594,rapid,DD5 2HD,14,15,3,0,1
5225.136,398.0913889,"Queen Street Charging Hub, Dundee",62125,rapid,DD5 2HD,12,12,4,0,1
6603.177,376.2411111,"Princes Street Charging Hub, Dundee",51424,rapid,DD4 6BY,12,15,5,1,1
4145.857,487.0244445,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,14,14,6,1,1
5514.242,474.0866667,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,12,15,0,0,1
6181.681,419.9072222,"Lochee Charging Hub, Aimer Square, Dundee",APT51422,rapid,DD2 3BH,14,16,1,0,1
4999.555,434.1563889,"Lochee Charging Hub, Aimer Square, Dundee",51421,rapid,DD2 3BH,11,12,2,0,1
5419.999,412.5463889,"Princes Street Charging Hub, Dundee",51426,rapid,DD4 6BY,12,13,3,0,1
6110.754,326.4408333,"Princes Street Charging Hub, Dundee",51584,rapid,DD4 6BY,11,2,4,0,1
5537.12,345.805,"Princes Street Charging Hub, Dundee",APT51422,rapid,DD4 6BY,12,12,5,1,1
5704.853,341.3116667,"Lochee Charging Hub, Aimer Square, Dundee",APT51423,rapid,DD2 3BH,9,15,6,1,1
5624.325,309.2536111,"Lochee Charging Hub, Aimer Square, Dundee",52667,rapid,DD2 3BH,14,13,0,0,1
6977.905,431.5861111,"Lochee Charging Hub, Aimer Square, Dundee",51426,rapid,DD2 3BH,13,14,1,0,1
8625.265,472.7436111,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,13,16,2,0,1
8886.698,541.6658333,"Lochee Charging Hub, Aimer Square, Dundee",51421,rapid,DD2 3BH,12,15,3,0,1
5704.324,363.8619444,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,14,12,4,0,1
5843.588,347.9972222,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,12,21,5,1,1
5081.646,278.81,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,13,14,6,1,1
4991.043,312.0555556,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,11,14,0,0,1
5701.723,446.7069445,"Princes Street Charging Hub, Dundee",51585,rapid,DD4 6BY,14,14,1,0,1
5112.194,355.2125,"Lochee Charging Hub, Aimer Square, Dundee",APT51423,rapid,DD2 3BH,16,13,2,0,1
5130.57,393.9075,"Princes Street Charging Hub, Dundee",51548,rapid,DD4 6BY,11,14,3,0,1
5744.982,417.0830556,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,20,21,4,0,1
5714.31,258.6005556,"Princes Street Charging Hub, Dundee",51424,rapid,DD4 6BY,20,21,5,1,1
4640.034,240.1363889,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,15,2,6,1,1
5281.009,419.8861111,"Lochee Charging Hub, Aimer Square, Dundee",51584,rapid,DD2 3BH,15,15,0,0,1
5879.458,415.6888889,"Lochee Charging Hub, Aimer Square, Dundee",51584,rapid,DD2 3BH,12,18,1,0,1
5804.021,378.3030556,"Lochee Charging Hub, Aimer Square, Dundee",51584,rapid,DD2 3BH,14,14,2,0,1
5634.936,458.2494444,"Lochee Charging Hub, Aimer Square, Dundee",51584,rapid,DD2 3BH,16,16,3,0,1
6789.973,542.5027778,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,11,15,4,0,1
5667.997,288.0672222,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,20,12,5,1,1
5122.746,257.7783333,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,19,2,6,1,1
5446.255,389.0136111,"Lochee Charging Hub, Aimer Square, Dundee",APT51423,rapid,DD2 3BH,10,11,0,0,1
6020.281,396.9116667,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,9,16,1,0,1
4189.117,562.6766667,"Princes Street Charging Hub, Dundee",51584,rapid,DD4 6BY,13,13,2,0,2
5415.376,476.385,"Lochee Charging Hub, Aimer Square, Dundee",51584,rapid,DD2 3BH,15,15,3,0,2
5212.31,452.6661111,"Princes Street Charging Hub, Dundee",51424,rapid,DD4 6BY,13,15,4,0,2
