Consum(kWh),Duration_hours,Site,CP ID,Connector Type,Connector,Start_hour,End_hour,Day_of_week,is_weekend,season
4761.466,170.6663889,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,13,13,0,0,0
9532.264,413.3138889,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,11,12,1,0,0
7209.596,331.8461111,Clepington Road - 4th Hub,61612,rapid,DD3 8PL,13,15,0,0,0
6812.503,576.8633333,"Lochee Charging Hub, Aimer Square, Dundee",61612,rapid,DD2 3BH,11,12,1,0,0
7024.345,577.7469444,"Princes Street Charging Hub, Dundee",61612,rapid,DD4 6BY,13,14,2,0,0
4911.15,416.7116667,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,13,15,3,0,0
4554.423,421.3641666,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,12,12,4,0,0
4727.807,301.2063889,"Princes Street Charging Hub, Dundee",61615,rapid,DD4 6BY,10,11,5,1,0
4238.528,406.9072222,"Queen Street Charging Hub, Dundee",APT51591,rapid,DD5 2HD,14,14,6,1,0
4113.43,408.4016667,Clepington Road - 4th Hub,61615,rapid,DD3 8PL,13,14,0,0,0
4263.204,245.5583333,"Princes Street Charging Hub, Dundee",51426,rapid,DD4 6BY,13,13,1,0,0
4969.526,409.1797222,Clepington Road - 4th Hub,61611,rapid,DD3 8PL,13,14,2,0,0
6544.435,465.1344444,Clepington Road - 4th Hub,61615,rapid,DD3 8PL,11,10,3,0,0
4625.13,277.4841667,"Princes Street Charging Hub, Dundee",61615,rapid,DD4 6BY,15,12,4,0,0
6615.859,485.5808333,"Princes Street Charging Hub, Dundee",61611,rapid,DD4 6BY,12,12,5,1,0
5747.993,381.2508333,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,15,16,6,1,0
6452.769,537.5466667,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,13,12,0,0,0
7186.619,592.5305555,"Lochee Charging Hub, Aimer Square, Dundee",61615,rapid,DD2 3BH,13,15,1,0,0
6995.397,534.5786111,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,14,15,2,0,0
8299.915,672.3125,"Princes Street Charging Hub, Dundee",61611,rapid,DD4 6BY,11,14,3,0,0
7327.552,519.0180555,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,12,14,4,0,0
6144.759,352.9202778,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,12,13,5,1,0
5396.199,329.9497222,Clepington Road - 4th Hub,61612,rapid,DD2 3BH,12,15,6,1,0
5828.256,451.885,"Lochee Charging Hub, Aimer Square, Dundee",61615,rapid,DD2 3BH,14,15,0,0,0
6096.374,523.2794444,"Lochee Charging Hub, Aimer Square, Dundee",60696,rapid,DD2 3BH,14,14,1,0,0
6799.649,526.8627778,"Lochee Charging Hub, Aimer Square, Dundee",APT51423,rapid,DD2 3BH,12,13,2,0,0
6538.675,455.8255556,Clepington Road - 4th Hub,APT51423,rapid,DD3 8PL,9,16,3,0,0
7312.905,458.7152778,"Princes Street Charging Hub, Dundee",61612,rapid,DD4 6BY,10,11,4,0,0
6349.399,429.5297222,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,13,16,5,1,0
5383.541,333.765,Clepington Road - 4th Hub,60696,rapid,DD3 8PL,12,16,6,1,0
6349.23,520.4383333,Clepington Road - 4th Hub,61615,rapid,DD3 8PL,14,14,0,0,0
6513.798,541.7661111,"Lochee Charging Hub, Aimer Square, Dundee",60696,rapid,DD2 3BH,13,15,1,0,0
6540.733,425.7577778,"Lochee Charging Hub, Aimer Square, Dundee",61615,rapid,DD2 3BH,14,14,2,0,0
8789.934,341.0988889,Clepington Road - 4th Hub,APT51423,rapid,DD3 8PL,12,12,3,0,0
5896.384,461.0455556,"Lochee Charging Hub, Aimer Square, Dundee",APT51423,rapid,DD2 3BH,9,14,4,0,0
7056.138,433.5238889,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,13,21,5,1,0
5366.556,486.6677778,Clepington Road - 4th Hub,APT51423,rapid,DD3 8PL,10,11,6,1,0
4390.732,383.9225,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,14,12,0,0,0
4686.964,339.9883333,"Princes Street Charging Hub, Dundee",61615,rapid,DD4 6BY,13,14,1,0,0
3605.224,363.52,"Lochee Charging Hub, Aimer Square, Dundee",51584,rapid,DD2 3BH,13,14,2,0,0
4151.798,319.9316667,"Princes Street Charging Hub, Dundee",51421,rapid,DD4 6BY,13,13,3,0,0
5087.279,405.3005555,Clepington Road - 4th Hub,61611,rapid,DD2 3BH,13,12,5,1,0
6547.302,403.0430555,"Princes Street Charging Hub, Dundee",51424,rapid,DD4 6BY,11,13,6,1,0
5925.097,440.8766667,"Princes Street Charging Hub, Dundee",61611,rapid,DD4 6BY,12,16,0,0,0
6566.622,548.1311111,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,14,12,1,0,0
6866.234,619.9708334,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,17,15,2,0,0
6804.704,541.7375,"Lochee Charging Hub, Aimer Square, Dundee",APT51423,rapid,DD2 3BH,12,12,3,0,0
6588.206,553.8722222,"Lochee Charging Hub, Aimer Square, Dundee",APT51423,rapid,DD2 3BH,12,12,4,0,0
6861.738,452.8947222,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,14,14,5,1,0
5109.674,399.5588889,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,12,12,6,1,0
5576.041,459.8116667,Clepington Road - 4th Hub,APT51423,rapid,DD3 8PL,12,13,0,0,0
5517.163,574.05,"Lochee Charging Hub, Aimer Square, Dundee",APT51423,rapid,DD2 3BH,14,15,1,0,0
6523.91,478.1333333,"Lochee Charging Hub, Aimer Square, Dundee",60695,rapid,DD2 3BH,13,16,2,0,0
7227.055,627.9005556,"Lochee Charging Hub, Aimer Square, Dundee",APT51423,rapid,DD2 3BH,15,15,3,0,0
7059.546,564.6211111,"Princes Street Charging Hub, Dundee",61612,rapid,DD4 6BY,12,11,4,0,0
6484.523,461.9458333,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,13,15,5,1,0
5579.794,341.5572222,"Princes Street Charging Hub, Dundee",51424,rapid,DD4 6BY,11,12,6,1,0
5994.385,523.9238889,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,9,10,0,0,0
5866.948,612.0755556,"Lochee Charging Hub, Aimer Square, Dundee",51584,rapid,DD2 3BH,14,15,1,0,0
6579.749,524.8086111,"Lochee Charging Hub, Aimer Square, Dundee",61615,rapid,DD2 3BH,14,15,2,0,0
6332.136,556.4113889,"Princes Street Charging Hub, Dundee",60695,rapid,DD4 6BY,9,14,3,0,0
8900.063,427.56,"Lochee Charging Hub, Aimer Square, Dundee",APT51423,rapid,DD2 3BH,13,13,4,0,1
6145.516,458.8641667,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,13,15,5,1,1
5820.57,373.7880556,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,15,15,6,1,1
6225.476,517.5652778,"Lochee Charging Hub, Aimer Square, Dundee",APT51423,rapid,DD2 3BH,15,15,0,0,1
4588.524,416.7261111,"Princes Street Charging Hub, Dundee",61615,rapid,DD4 6BY,19,11,1,0,1
3963.294,265.6341667,"Princes Street Charging Hub, Dundee",61615,rapid,DD4 6BY,10,14,2,0,1
4516.443,346.5372222,"Lochee Charging Hub, Aimer Square, Dundee",APT51547,rapid,DD2 3BH,14,14,3,0,1
4582.491,331.8291667,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,10,14,4,0,1
4917.888,360.5233333,"Princes Street Charging Hub, Dundee",61611,rapid,DD4 6BY,11,12,5,1,1
5054.462,432.8444445,Clepington Road - 4th Hub,61611,rapid,DD3 8PL,10,13,6,1,1
5687.546,314.6275,Clepington Road - 4th Hub,51424,rapid,DD3 8PL,11,15,0,0,1
6095.896,503.8155555,Clepington Road - 4th Hub,61611,rapid,DD3 8PL,12,12,1,0,1
5770.182,436.5077778,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,12,16,2,0,1
6369.468,571.635,"Lochee Charging Hub, Aimer Square, Dundee",61612,rapid,DD2 3BH,13,14,3,0,1
6959.452,480.315,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,12,12,4,0,1
5835.304,404.855,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,15,14,5,1,1
4874.873,295.5894444,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,15,12,6,1,1
5178.798,491.3041667,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,14,15,0,0,1
5043.686,489.6680555,"Lochee Charging Hub, Aimer Square, Dundee",APT51423,rapid,DD2 3BH,13,14,1,0,1
5696.929,497.0216666,"Lochee Charging Hub, Aimer Square, Dundee",60695,rapid,DD2 3BH,14,16,2,0,1
5494.301,510.0847222,"Lochee Charging Hub, Aimer Square, Dundee",APT51423,rapid,DD2 3BH,13,16,3,0,1
5394.774,418.6916667,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,13,14,4,0,1
6063.069,379.0127778,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,12,13,5,1,1
4806.638,321.9594445,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,15,15,6,1,1
5749.541,488.4444444,"Lochee Charging Hub, Aimer Square, Dundee",61615,rapid,DD2 3BH,13,14,0,0,1
6016.105,473.5469444,"Lochee Charging Hub, Aimer Square, Dundee",APT51423,rapid,DD2 3BH,12,15,1,0,1
7044.548,569.2133333,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,13,14,2,0,1
6602.938,539.7877778,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,13,12,3,0,1
6592.862,452.2086111,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,12,16,4,0,1
6107.582,362.8052778,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,13,13,5,1,1
5056.532,319.2158333,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,16,17,6,1,1
8705.187,393.8055556,Clepington Road - 4th Hub,51938,rapid,DD3 8PL,12,15,0,0,1
5347.404,334.7452778,"Princes Street Charging Hub, Dundee",61615,rapid,DD4 6BY,12,12,1,0,1
5541.813,432.1236111,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,9,9,2,0,1
5978.091,487.1083333,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,11,13,3,0,1
5548.688,359.4966667,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,10,15,4,0,1
4580.079,401.7533334,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,13,11,5,1,1
4357.833,287.225,Clepington Road - 4th Hub,61615,rapid,DD3 8PL,10,13,6,1,1
3975.137,241.2288889,"Princes Street Charging Hub, Dundee",61611,rapid,DD4 6BY,12,14,0,0,1
4505.983,374.3052778,"Princes Street Charging Hub, Dundee",61615,rapid,DD4 6BY,12,11,1,0,1
5161.861,386.7719445,Clepington Road - 4th Hub,61611,rapid,DD3 8PL,12,11,2,0,1
5136.1,419.9811111,"Lochee Charging Hub, Aimer Square, Dundee",61615,rapid,DD2 3BH,12,16,3,0,1
6363.088,402.8594444,"Princes Street Charging Hub, Dundee",61611,rapid,DD4 6BY,12,12,4,0,1
3851.328,251.2877778,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,12,13,5,1,1
4267.326,237.6672222,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,11,11,6,1,1
4625.193,423.7105555,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,9,14,0,0,1
4616.416,387.6363889,"Princes Street Charging Hub, Dundee",60695,rapid,DD4 6BY,10,14,1,0,1
5061.735,408.4713889,"Lochee Charging Hub, Aimer Square, Dundee",APT51423,rapid,DD2 3BH,13,13,2,0,1
5425.465,459.5372222,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,13,14,3,0,1
4871.792,389.0933333,"Lochee Charging Hub, Aimer Square, Dundee",60695,rapid,DD2 3BH,12,12,4,0,1
5521.876,415.3630556,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,9,10,5,1,1
4667.799,351.3019444,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,11,10,6,1,1
4413.153,415.5511111,"Lochee Charging Hub, Aimer Square, Dundee",APT51423,rapid,DD2 3BH,14,9,0,0,1
4651.469,434.5488889,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,12,12,1,0,1
5041.565,410.3547222,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,11,11,2,0,1
4813.466,400.7977778,"Lochee Charging Hub, Aimer Square, Dundee",APT51423,rapid,DD2 3BH,11,12,3,0,1
6103.519,410.6483333,"Lochee Charging Hub, Aimer Square, Dundee",APT51423,rapid,DD2 3BH,11,13,4,0,1
5567.946,332.6347222,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,12,15,5,1,1
4614.467,295.3777778,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,14,15,6,1,1
4833.468,415.0072222,"Princes Street Charging Hub, Dundee",APT51423,rapid,DD4 6BY,12,13,0,0,1
