Energy__kWh_,Total_Duration_hours,Charging_Time_hours,Station_Name,Address,Zip_Postal_Code,Start_Hour,End_Hour,Day_of_Week,is_weekend,season
246.273,171.8011111,58.26888889,BOULDER / N BOULDER REC 1,1360 Gillaspie Dr,80302,11,12,3,0,0
22.651,5.569166667,4.859722223,BOULDER / BASELINE ST1,900 Baseline Rd,80302,9,9,4,0,0
69.305,19.49583333,15.53611111,BOULDER / BASELINE ST1,1505 30th St,80302,14,12,5,1,0
97.844,18.8075,18.21777778,BOULDER / BASELINE ST1,1360 Gillaspie Dr,80302,12,14,6,1,0
112.906,52.13111111,24.41472222,BOULDER / CARPENTER PARK2,1505 30th St,80303,12,14,0,0,0
66.439,12.79611111,12.34055555,BOULDER / CARPENTER PARK1,1505 30th St,80302,9,15,1,0,0
92.968,21.81638889,19.96305556,COMM VITALITY / BOULDER JCTN,2052 Junction Pl,80301,11,14,2,0,0
78.833,15.75472222,15.50277778,BOULDER / CARPENTER PARK2,1505 30th St,80302,7,14,3,0,0
94.744,21.17722222,18.76277778,BOULDER / BASELINE ST1,900 Baseline Rd,80302,12,11,4,0,0
164.348,43.86,30.50416667,BOULDER / BASELINE ST1,900 Baseline Rd,80302,8,12,5,1,0
102.443,60.25194444,17.47027778,BOULDER / CARPENTER PARK1,1505 30th St,80302,17,21,6,1,0
79.861,18.15055556,16.67916667,BOULDER / CARPENTER PARK2,1505 30th St,80303,16,18,0,0,0
109.46,23.71444444,22.98638889,BOULDER / CARPENTER PARK2,1505 30th St,80302,14,15,1,0,0
100.319,20.39333333,19.77833333,BOULDER / CARPENTER PARK1,1505 30th St,80303,10,12,2,0,0
85.036,14.69194444,14.20638889,BOULDER / AIRPORT ST1,1505 30th St,80301,10,12,3,0,0
37.509,9.458888889,8.007777777,BOULDER / BASELINE ST1,900 Baseline Rd,80302,14,16,4,0,0
56.836,13.00361111,12.89888889,BOULDER / BASELINE ST1,900 Baseline Rd,80302,13,14,5,1,0
142.721,27.15888889,26.93333334,COMM VITALITY / 1500PEARL1,1500 Pearl St,80302,13,15,6,1,0
50.637,14.54777778,12.10527778,BOULDER / CARPENTER PARK2,1505 30th St,80303,8,15,0,0,0
86.809,15.69111111,15.59944444,COMM VITALITY / 1100WALNUT1,1100 Walnut,80302,13,15,1,0,0
66.364,14.26472222,14.13111111,BOULDER / N BOULDER REC 1,3172 Broadway,80302,11,12,2,0,0
56.266,10.04194444,9.963611111,BOULDER / CARPENTER PARK2,1505 30th St,80301,11,12,3,0,0
59.898,10.11611111,10.05194445,BOULDER / BASELINE ST1,900 Baseline Rd,80302,10,12,4,0,0
112.784,20.98277778,19.94,BOULDER / BASELINE ST1,1505 30th St,80303,10,17,5,1,0
90.05,18.11194444,17.48166667,BOULDER / BASELINE ST1,900 Baseline Rd,80302,11,12,6,1,0
80.063,18.53333333,16.86305555,BOULDER / CARPENTER PARK1,1505 30th St,80303,13,15,0,0,0
109.501,30.20166667,22.96277777,BOULDER / BASELINE ST1,3172 Broadway,80302,16,13,1,0,0
148.853,26.40583333,26.10277778,BOULDER / CARPENTER PARK1,1505 30th St,80302,8,12,2,0,0
118.649,21.23277778,21.11222222,COMM VITALITY / 1104 SPRUCE1,1100 Spruce St,80302,16,16,3,0,0
188.087,148.7611111,47.9575,BOULDER / N BOULDER REC 1,1505 30th St,80302,8,16,4,0,0
58.128,53.47333334,11.37083333,BOULDER / CARPENTER PARK1,1505 30th St,80302,11,11,5,1,0
115.373,20.18,20.10194445,BOULDER / CARPENTER PARK1,1505 30th St,80303,11,13,6,1,0
84.449,24.38416667,20.72305556,BOULDER / BASELINE ST1,1505 30th St,80303,15,16,0,0,0
111.789,43.25944444,25.25694445,BOULDER / CARPENTER PARK1,1505 30th St,80303,13,14,1,0,0
87.464,24.99361111,19.93861111,BOULDER / CARPENTER PARK1,1505 30th St,80303,13,14,2,0,0
96.053,20.91277778,19.14111111,BOULDER / REC CENTER ST2,1360 Gillaspie Dr,80305,18,18,3,0,0
74.288,20.29277778,16.30361111,BOULDER / N BOULDER REC 1,1505 30th St,80303,13,14,4,0,0
118.331,25.775,24.13944445,BOULDER / BASELINE ST1,1505 30th St,80302,13,13,5,1,0
82.992,32.80833334,17.25111111,BOULDER / BASELINE ST1,900 Baseline Rd,80302,15,12,6,1,0
58.614,13.44333333,12.86166667,BOULDER / BASELINE ST1,900 Walnut St,80302,8,7,0,0,0
82.196,17.15277778,14.09833333,BOULDER / BASELINE ST1,1100 Spruce St,80302,7,14,1,0,0
85.597,62.60611111,17.35833333,BOULDER / N BOULDER REC 1,3172 Broadway,80302,15,15,2,0,0
95.269,25.79361111,21.01416667,BOULDER / BASELINE ST1,900 Baseline Rd,80302,7,17,3,0,0
109.806,20.4775,20.40861111,BOULDER / BASELINE ST1,1360 Gillaspie Dr,80302,15,11,4,0,0
123.427,23.82083333,23.02472222,BOULDER / RESERVOIR ST1,1505 30th St,80301,10,12,5,1,0
98.118,19.86666667,19.27805556,BOULDER / BASELINE ST1,1505 30th St,80302,13,14,6,1,0
55.449,10.175,10.04472222,BOULDER / BASELINE ST1,1505 30th St,80302,13,14,0,0,0
65.25,13.94333333,12.76472222,BOULDER / CARPENTER PARK1,1505 30th St,80302,15,10,1,0,0
148.102,31.33277778,28.74444445,BOULDER / N BOULDER REC 1,3172 Broadway,80302,15,15,2,0,0
168.836,75.05333333,30.725,BOULDER / CARPENTER PARK2,1505 30th St,80302,8,12,3,0,0
148.054,51.00444445,33.08555556,BOULDER / BASELINE ST1,1505 30th St,80303,10,16,4,0,0
107.188,26.73861111,22.79583333,BOULDER / CARPENTER PARK1,1505 30th St,80303,13,15,5,1,0
107.664,24.52138889,21.34611111,BOULDER / CARPENTER PARK1,1505 30th St,80303,9,13,6,1,0
81.274,13.97472222,13.82722222,COMM VITALITY / 1104 SPRUCE1,1100 Spruce St,80302,6,20,0,0,0
138.007,52.23805555,30.875,BOULDER / BASELINE ST1,1505 30th St,80302,14,14,1,0,0
163.822,75.57416667,31.77222222,BOULDER / FACILITIES ST1,1505 30th St,80302,15,15,2,0,0
39.444,9.576944444,7.655277777,BOULDER / N BOULDER REC 1,1505 30th St,80302,9,12,3,0,0
139.998,27.33194445,26.0025,BOULDER / N BOULDER REC 1,1505 30th St,80303,9,11,4,0,0
97.172,20.03111111,19.66972222,BOULDER / BASELINE ST1,1360 Gillaspie Dr,80302,11,13,5,1,0
43.74,9.228611111,9.100000001,BOULDER / BASELINE ST1,1505 30th St,80302,11,13,6,1,0
68.579,13.75277778,13.71555556,BOULDER / BASELINE ST1,900 Baseline Rd,80302,8,11,0,0,0
72.281,15.08222222,14.91333334,BOULDER / N BOULDER REC 1,3172 Broadway,80303,4,16,1,0,0
123.162,25.92027778,23.2075,BOULDER / EAST REC,3172 Broadway,80303,10,10,2,0,0
120.298,20.26333333,20.15277778,BOULDER / AIRPORT ST1,1100 Spruce St,80302,8,14,3,0,0
79.284,26.50666666,17.16277778,BOULDER / ALPINE ST1,1275 Alpine Ave,80304,20,20,4,0,0
141.063,28.04583333,26.86972222,COMM VITALITY / 1104 SPRUCE1,1100 Spruce St,80302,10,12,5,1,0
120.455,32.74416666,22.88055556,BOULDER / N BOULDER REC 1,1505 30th St,80302,11,14,6,1,0
120.335,27.49222222,27.1575,BOULDER / BASELINE ST1,1360 Gillaspie Dr,80302,10,12,0,0,0
98.728,18.46111111,18.27277778,BOULDER / REC CENTER ST2,1360 Gillaspie Dr,80305,11,12,1,0,0
147.136,32.07527777,27.51027778,BOULDER / N BOULDER REC 1,1360 Gillaspie Dr,80303,13,15,2,0,0
91.606,16.63861111,16.52388889,BOULDER / N BOULDER REC 1,1360 Gillaspie Dr,80303,6,12,3,0,0
112.73,24.21444444,24.03583333,BOULDER / N BOULDER REC 1,3172 Broadway,80302,14,17,4,0,0
161.052,30.36833334,29.57277778,BOULDER / CARPENTER PARK2,1505 30th St,80302,14,14,5,1,0
170.795,35.73,33.24833334,BOULDER / BASELINE ST1,1505 30th St,80302,11,11,6,1,0
80.839,19.09583334,15.31611111,BOULDER / CARPENTER PARK2,1505 30th St,80303,15,15,0,0,0
184.105,41.9425,36.23527778,BOULDER / BASELINE ST1,1505 30th St,80303,12,18,1,0,0
134.542,31.92472222,26.83805556,BOULDER / N BOULDER REC 1,3172 Broadway,80302,8,9,2,0,0
107.761,21.14388889,20.96305556,BOULDER / REC CENTER ST1,1360 Gillaspie Dr,80305,15,11,3,0,0
163.943,36.68666667,34.31527778,BOULDER / CARPENTER PARK1,1360 Gillaspie Dr,80303,16,16,4,0,0
167.708,37.86666667,31.77111111,COMM VITALITY / 1100WALNUT1,1100 Walnut,80302,11,10,5,1,0
125.064,32.04027778,23.25388889,COMM VITALITY / 1104 SPRUCE1,1100 Spruce St,80302,12,15,6,1,0
127.987,34.68805556,28.23027778,BOULDER / N BOULDER REC 1,1360 Gillaspie Dr,80303,14,18,0,0,1
187,40.3675,38.30833333,BOULDER / EAST REC,1505 30th St,80303,13,19,1,0,1
211.019,46.13277778,40.40222222,BOULDER / N BOULDER REC 1,3172 Broadway,80301,8,11,2,0,1
67.343,18.81583333,13.51277778,BOULDER / N BOULDER REC 1,1100 Spruce St,80302,12,16,3,0,1
96.817,22.26694444,21.75583333,BOULDER / FACILITIES ST1,1745 14th street,80302,12,12,4,0,1
173.672,37.56388889,36.08916667,COMM VITALITY / 1104 SPRUCE1,1100 Spruce St,80302,11,14,5,1,1
133.374,27.25638889,25.48888889,COMM VITALITY / 1104 SPRUCE1,1100 Spruce St,80302,15,14,6,1,1
101.44,19.28194445,19.10888889,COMM VITALITY / BOULDER JCTN,2052 Junction Pl,80301,17,17,0,0,1
119.901,28.13888889,25.71222222,BOULDER / N BOULDER REC 1,1360 Gillaspie Dr,80302,13,15,1,0,1
224.379,58.40805556,42.285,BOULDER / N BOULDER REC 1,3172 Broadway,80302,10,12,2,0,1
138.874,31.43694444,28.53805555,BOULDER / CARPENTER PARK2,1505 30th St,80303,10,10,3,0,1
46.784,10.02305556,8.959166667,BOULDER / N BOULDER REC 1,3172 Broadway,80302,15,9,4,0,1
25.689,4.887777777,4.816944444,COMM VITALITY / 1100WALNUT1,1100 Walnut,80302,15,10,5,1,1
15.282,3.232499999,3.160277777,BOULDER / REC CENTER ST2,1360 Gillaspie Dr,80305,9,9,0,0,1
125.33,24.85083333,22.98277778,BOULDER / N BOULDER REC 1,3172 Broadway,80303,12,18,1,0,1
90.689,19.68611111,17.41694445,BOULDER / N BOULDER REC 1,1360 Gillaspie Dr,80301,8,17,2,0,1
188.136,37.50805555,36.62944445,BOULDER / N BOULDER REC 1,1360 Gillaspie Dr,80302,12,13,3,0,1
166.575,54.22777778,32.96444444,BOULDER / N BOULDER REC 1,3172 Broadway,80302,12,12,4,0,1
204.367,51.53916667,42.65222222,BOULDER / BASELINE ST1,3172 Broadway,80302,14,14,5,1,1
98.492,23.13222222,20.67166667,BOULDER / REC CENTER ST2,1360 Gillaspie Dr,80302,12,12,6,1,1
38.932,11.23527778,9.078055556,BOULDER / REC CENTER ST2,1360 Gillaspie Dr,80301,1,2,0,0,1
171.756,40.72472223,31.46722222,BOULDER / N BOULDER REC 1,1505 30th St,80302,7,11,1,0,1
64.562,16.86027778,14.5825,BOULDER / CARPENTER PARK2,1505 30th St,80302,15,13,2,0,1
158.78,38.59805556,31.22972222,COMM VITALITY / 1400 WALNUT1,1360 Gillaspie Dr,80302,10,12,3,0,1
68.83,17.57194444,17.45277778,BOULDER / N BOULDER REC 1,1360 Gillaspie Dr,80302,6,17,4,0,1
253.115,62.805,45.75916667,BOULDER / REC CENTER ST2,1360 Gillaspie Dr,80302,10,17,5,1,1
231.142,44.88277778,43.11388889,BOULDER / BASELINE ST1,900 Baseline Rd,80302,15,12,6,1,1
220.173,52.03666667,41.90111111,BOULDER / N BOULDER REC 1,1360 Gillaspie Dr,80302,12,12,0,0,1
91.698,77.84083334,16.1025,COMM VITALITY / 1100WALNUT1,1100 Walnut,80302,15,17,1,0,1
200.249,39.3075,36.24305556,BOULDER / REC CENTER ST1,1505 30th St,80302,13,13,2,0,1
231.031,45.98527778,43.5075,BOULDER / N BOULDER REC 1,1505 30th St,80302,18,11,3,0,1
179.7,48.01277778,33.00638889,COMM VITALITY / BOULDER JCTN,2052 Junction Pl,80302,16,16,4,0,1
186.794,55.41694444,35.82861111,COMM VITALITY / BOULDER JCTN,1505 30th St,80302,15,18,5,1,1
215.912,56.97833333,40.29611111,COMM VITALITY / BOULDER JCTN,2052 Junction Pl,80301,10,16,6,1,1
218.009,45.86055555,44.19944445,BOULDER / BASELINE ST1,900 Baseline Rd,80302,12,14,0,0,1
158.676,50.29777778,35.54166667,BOULDER / N BOULDER REC 1,1360 Gillaspie Dr,80303,11,10,1,0,1
346.169,90.82472222,69.56,BOULDER / N BOULDER REC 1,3172 Broadway,80302,8,16,2,0,1
173.456,45.29416667,36.15388889,BOULDER / EAST REC,5660 Sioux Dr,80303,9,18,3,0,1
155.227,43.3375,31.92333333,BOULDER / N BOULDER REC 1,3172 Broadway,80302,8,15,4,0,1
264.246,66.61694445,52.86472222,COMM VITALITY / 1104 SPRUCE1,5565 51st St,80302,8,10,5,1,1
229.554,98.53555556,45.44444444,BOULDER / BASELINE ST1,1505 30th St,80302,10,15,6,1,1
30.621,8.578888889,6.217777779,BOULDER / CARPENTER PARK1,1505 30th St,80302,11,15,0,0,1
133.893,29.02777778,27.19555555,BOULDER / CARPENTER PARK2,1505 30th St,80303,11,11,1,0,1
79.854,19.53138889,16.08194445,BOULDER / N BOULDER REC 1,1360 Gillaspie Dr,80302,12,12,2,0,1
107.956,24.62694444,21.25527778,COMM VITALITY / BOULDER JCTN,1505 30th St,80301,8,13,3,0,1
131.239,27.11305556,26.34527778,COMM VITALITY / 1104 SPRUCE1,1500 Pearl St,80302,17,17,4,0,1
180.947,38.41055556,37.70333333,BOULDER / CARPENTER PARK1,1505 30th St,80302,11,13,5,1,1
196.811,43.03388889,40.69861111,BOULDER / BASELINE ST1,1505 30th St,80302,10,14,6,1,1
91.009,17.06444444,16.72,COMM VITALITY / BOULDER JCTN,2052 Junction Pl,80301,10,13,0,0,1
137.189,39.5,27.74611111,BOULDER / CARPENTER PARK1,1505 30th St,80303,17,15,1,0,1
161.516,37.91055556,32.78888889,BOULDER / CARPENTER PARK2,1505 30th St,80303,13,13,2,0,1
174.071,44.02055556,36.1675,BOULDER / N BOULDER REC 1,1100 Spruce St,80302,16,17,3,0,1
209.614,41.94972222,40.53388889,COMM VITALITY / 1100WALNUT1,1100 Walnut,80302,17,14,4,0,1
233.369,57.87388889,48.48083333,BOULDER / ATRIUM ST1,1505 30th St,80302,11,11,5,1,1
220.503,51.37444445,47.44305555,BOULDER / BASELINE ST1,1500 Pearl St,80302,12,13,6,1,1
62.951,20.26,17.075,BOULDER / N BOULDER REC 1,1360 Gillaspie Dr,80302,8,13,0,0,1
82.449,19.45777778,17.34694445,BOULDER / CARPENTER PARK1,1505 30th St,80302,10,13,1,0,1
150.991,33.01027778,28.99777778,BOULDER / BASELINE ST1,3172 Broadway,80302,13,16,2,0,1
155.919,51.55388889,33.41361111,BOULDER / CARPENTER PARK1,1505 30th St,80302,15,12,3,0,1
180.101,49.38611111,38.83777778,COMM VITALITY / 1104 SPRUCE1,1100 Spruce St,80302,8,18,4,0,1
190.613,50.89944445,39.19111111,BOULDER / ATRIUM ST1,1770 13th St,80302,13,15,5,1,1
94.489,22.33777778,20.30111111,COMM VITALITY / 1104 SPRUCE1,1100 Spruce St,80302,11,11,6,1,1
71.784,16.90111111,13.93638889,BOULDER / CARPENTER PARK1,1505 30th St,80303,6,14,0,0,1
235.09,52.8825,50.98111111,BOULDER / N BOULDER REC 1,1505 30th St,80302,8,18,1,0,1
185.149,57.01472223,38.70972222,BOULDER / N BOULDER REC 1,1505 30th St,80302,13,13,2,0,1
257.826,73.6225,48.23277778,COMM VITALITY / 1104 SPRUCE1,1505 30th St,80302,16,18,3,0,1
222.666,108.145,42.56027778,BOULDER / BASELINE ST1,1505 30th St,80302,15,16,4,0,1
247.835,47.40944445,45.23222222,COMM VITALITY / 1104 SPRUCE1,1100 Spruce St,80302,13,11,5,1,1
219.326,49.69,42.67138889,COMM VITALITY / 1100WALNUT1,1100 Walnut,80302,11,13,6,1,1
35.127,7.031944445,6.62,BOULDER / REC CENTER ST2,1360 Gillaspie Dr,80303,17,17,0,0,1
166.352,49.37333333,36.33944445,BOULDER / CARPENTER PARK1,1505 30th St,80302,15,18,1,0,1
184.302,84.92777778,39.57194445,BOULDER / BASELINE ST1,900 Baseline Rd,80302,11,11,2,0,1
157.628,36.24111111,30.30166667,COMM VITALITY / 1104 SPRUCE1,1100 Spruce St,80302,12,12,3,0,1
305.138,80.18388889,59.72666667,COMM VITALITY / 1104 SPRUCE1,1505 30th St,80302,9,18,4,0,1
240.024,55.45138889,44.82388889,COMM VITALITY / 1100WALNUT1,1100 Walnut,80302,12,12,5,1,1
170.798,33.62861111,31.28,BOULDER / BASELINE ST1,900 Baseline Rd,80302,13,14,6,1,1
76.63,19.62805556,16.14527778,COMM VITALITY / 1104 SPRUCE1,1100 Spruce St,80302,13,14,0,0,1
166.069,36.16388889,32.82083333,COMM VITALITY / 1104 SPRUCE1,1100 Spruce St,80302,8,10,1,0,1
255.594,58.75888889,48.60611111,BOULDER / N BOULDER REC 1,1505 30th St,80302,16,13,2,0,1
259.759,64.59083333,49.63305556,BOULDER / N BOULDER REC 1,3172 Broadway,80302,13,7,3,0,1
338.808,72.92361111,61.73583333,BOULDER / N BOULDER REC 1,1505 30th St,80302,12,12,4,0,1
204.43,57.95083333,40.28277778,BOULDER / CARPENTER PARK1,1505 30th St,80302,11,12,5,1,1
198.333,44.83611111,39.60888889,BOULDER / BASELINE ST1,900 Baseline Rd,80302,11,15,6,1,1
238.338,72.94555556,48.70027778,BOULDER / BASELINE ST1,1505 30th St,80302,15,19,0,0,1
258.944,78.52833334,50.48277778,BOULDER / CARPENTER PARK1,1505 30th St,80302,12,8,1,0,1
271.787,61.60916667,52.90194445,BOULDER / ATRIUM ST1,1505 30th St,80302,12,9,2,0,1
380.084,92.43666666,83.54333334,BOULDER / BASELINE ST1,3172 Broadway,80302,12,12,3,0,1
278.136,66.02166667,54.35,BOULDER / BASELINE ST1,900 Baseline Rd,80302,14,8,4,0,1
223.016,62.63527778,44.54861111,BOULDER / BASELINE ST1,900 Baseline Rd,80302,11,15,5,1,1
86.635,21.64388889,20.47,BOULDER / N BOULDER REC 1,3172 Broadway,80302,8,8,6,1,1
179.701,38.03388889,35.87083334,COMM VITALITY / 1100WALNUT1,1100 Spruce St,80302,15,17,0,0,1
169.678,50.93722223,30.49583333,BOULDER / CARPENTER PARK1,1505 30th St,80302,9,13,1,0,2
222.034,53.14055556,43.02138889,BOULDER / CARPENTER PARK2,1505 30th St,80303,12,11,2,0,2
239.749,141.4088889,46.26222223,BOULDER / CARPENTER PARK2,1505 30th St,80302,11,12,3,0,2
259.348,65.3625,53.07166667,BOULDER / CARPENTER PARK1,1505 30th St,80302,17,10,4,0,2
188.256,44.93111111,39.76361111,BOULDER / BASELINE ST1,1505 30th St,80302,13,14,5,1,2
210.526,48.69138889,41.715,BOULDER / CARPENTER PARK1,1505 30th St,80302,13,15,6,1,2
194.648,57.725,40.93138889,BOULDER / CARPENTER PARK2,1505 30th St,80303,13,14,0,0,2
224.028,49.9875,43.7225,BOULDER / CARPENTER PARK1,1505 30th St,80302,18,18,1,0,2
208.045,53.97444444,50.01027778,BOULDER / CARPENTER PARK2,1505 30th St,80303,10,12,2,0,2
277.454,59.12416667,53.92638889,BOULDER / CARPENTER PARK2,1505 30th St,80303,11,13,3,0,2
353.702,80.51194445,67.36194444,BOULDER / N BOULDER REC 1,1505 30th St,80302,15,14,4,0,2
431.021,100.2111111,81.27083333,BOULDER / ATRIUM ST1,1770 13th St,80302,11,13,5,1,2
207.95,49.68444445,41.0375,BOULDER / CARPENTER PARK2,1505 30th St,80302,11,11,6,1,2
245.987,53.87972222,48.82833333,BOULDER / CARPENTER PARK1,1505 30th St,80303,13,12,0,0,2
393.68,90.21694445,73.41861111,BOULDER / CARPENTER PARK1,1505 30th St,80302,9,9,1,0,2
298.095,99.37,60.66166667,BOULDER / CARPENTER PARK2,1505 30th St,80302,18,12,2,0,2
235.446,74.10833333,51.46777778,BOULDER / CARPENTER PARK1,1505 30th St,80303,10,10,3,0,2
354.494,92.27694444,75.60944445,BOULDER / CARPENTER PARK1,1505 30th St,80302,12,12,4,0,2
344.925,99.81638889,64.18388889,BOULDER / ATRIUM ST1,1505 30th St,80302,15,12,5,1,2
297.744,76.15722222,61.54138889,BOULDER / BASELINE ST1,1505 30th St,80302,15,13,6,1,2
252.548,50.19333333,44.88944445,BOULDER / CARPENTER PARK2,1505 30th St,80302,18,15,0,0,2
292.941,63.65416666,54.15138889,BOULDER / CARPENTER PARK2,1505 30th St,80302,11,19,1,0,2
283.368,120.4080556,57.87527778,BOULDER / BASELINE ST1,900 Walnut St,80302,12,12,2,0,2
301.497,64.30222222,56.2425,BOULDER / CARPENTER PARK1,1505 30th St,80303,17,20,3,0,2
350.382,80.06638889,69.27277778,COMM VITALITY / 1100WALNUT1,1100 Spruce St,80302,11,11,4,0,2
236.663,54.04333333,48.79333334,BOULDER / ATRIUM ST1,1770 13th St,80302,12,13,5,1,2
301.488,68.35916666,56.58388889,COMM VITALITY / 1104 SPRUCE1,900 Walnut St,80302,16,17,6,1,2
192.11,49.58277778,43.64472222,BOULDER / CARPENTER PARK1,1505 30th St,80303,10,10,0,0,2
312.503,77.37166667,66.50083333,COMM VITALITY / 1000WALNUT2,1505 30th St,80302,9,9,1,0,2
297.302,64.65805556,57.69527778,BOULDER / BASELINE ST1,1505 30th St,80302,17,11,2,0,2
214.862,44.245,43.82777778,BOULDER / N BOULDER REC 1,3172 Broadway,80302,14,15,3,0,2
322.389,77.91888889,62.97416666,BOULDER / CARPENTER PARK1,1505 30th St,80302,11,13,4,0,2
409.854,104.6977778,75.02444444,BOULDER / CARPENTER PARK2,1505 30th St,80302,12,15,5,1,2
204.594,49.60138889,38.07055556,BOULDER / CARPENTER PARK2,1505 30th St,80302,10,12,6,1,2
267.119,81.14166666,53.11666667,BOULDER / CARPENTER PARK1,1505 30th St,80302,12,14,0,0,2
303.364,65.54222222,58.76666667,BOULDER / CARPENTER PARK1,1505 30th St,80302,9,14,1,0,2
397.554,91.45583333,77.73555556,BOULDER / CARPENTER PARK1,1505 30th St,80303,9,12,2,0,2
310.609,186.8830556,60.14722222,BOULDER / CARPENTER PARK1,1505 30th St,80302,11,13,3,0,2
365.328,87.77305555,72.03055556,BOULDER / CARPENTER PARK1,1505 30th St,80302,14,12,4,0,2
338.425,80.17888889,66.9075,BOULDER / CARPENTER PARK1,1505 30th St,80302,12,11,5,1,2
327.378,71.97305556,62.26694445,BOULDER / CARPENTER PARK2,1505 30th St,80302,10,13,6,1,2
217.103,46.42222222,41.36611111,BOULDER / CARPENTER PARK1,1505 30th St,80303,9,20,0,0,2
247.253,59.98111112,49.27583333,BOULDER / CARPENTER PARK2,1505 30th St,80303,9,9,1,0,2
344.003,114.7725,67.45,BOULDER / CARPENTER PARK1,1505 30th St,80302,7,8,2,0,2
379.534,80.35972222,72.96666667,BOULDER / CARPENTER PARK1,1505 30th St,80303,7,15,3,0,2
438.651,109.8561111,82.94472222,BOULDER / CARPENTER PARK1,1505 30th St,80303,8,14,4,0,2
471.49,150.4266667,89.00527778,COMM VITALITY / 1100WALNUT1,900 Walnut St,80302,14,16,5,1,2
531.647,125.2269444,100.7130556,BOULDER / CARPENTER PARK2,1505 30th St,80302,18,14,6,1,2
374.514,104.4786111,68.77416667,BOULDER / CARPENTER PARK2,1505 30th St,80302,13,10,0,0,2
438.954,96.33694445,83.88083333,BOULDER / CARPENTER PARK1,1505 30th St,80303,7,18,1,0,2
388.583,90.58472223,73.46583333,BOULDER / CARPENTER PARK2,1505 30th St,80302,10,11,2,0,2
351.303,76.78972222,69.69083333,BOULDER / CARPENTER PARK1,1505 30th St,80303,18,13,3,0,2
390.2,86.25916667,75.99083333,BOULDER / CARPENTER PARK1,1505 30th St,80302,12,14,4,0,2
505.747,133.13,111.3855556,BOULDER / CARPENTER PARK1,1505 30th St,80302,12,12,5,1,2
382.573,82.27638889,72.195,BOULDER / CARPENTER PARK1,1505 30th St,80302,7,9,6,1,2
321.565,73.10444445,62.25611111,BOULDER / CARPENTER PARK1,1505 30th St,80302,16,14,0,0,2
339.871,89.65027778,71.76611111,BOULDER / CARPENTER PARK1,1505 30th St,80302,8,13,1,0,2
246.455,66.54972222,57.215,BOULDER / CARPENTER PARK1,1505 30th St,80303,8,18,2,0,2
319.429,69.16388889,62.66138889,BOULDER / CARPENTER PARK1,1505 30th St,80302,8,11,3,0,2
324.43,79.41694444,64.78111111,BOULDER / CARPENTER PARK1,1505 30th St,80302,9,12,4,0,2
273.307,71.23944445,54.33972222,BOULDER / CARPENTER PARK1,1505 30th St,80302,13,15,5,1,2
311.504,71.53027778,61.67194444,BOULDER / CARPENTER PARK1,1505 30th St,80303,14,15,6,1,2
240.326,54.31861111,44.25666667,BOULDER / CARPENTER PARK1,1505 30th St,80303,9,19,0,0,2
319.486,91.10277778,69.71027778,BOULDER / CARPENTER PARK1,1505 30th St,80302,7,12,1,0,2
277.903,62.81277778,58.60583333,BOULDER / CARPENTER PARK1,1505 30th St,80302,15,17,2,0,2
253.176,64.36555556,53.35222222,BOULDER / N BOULDER REC 1,3172 Broadway,80302,8,12,3,0,2
503.891,122.0552778,97.89361111,BOULDER / CARPENTER PARK1,1505 30th St,80302,14,14,4,0,2
355.188,98.89500001,68.77194444,BOULDER / CARPENTER PARK1,1505 30th St,80302,16,13,5,1,2
221.304,67.25166667,46.95055556,BOULDER / CARPENTER PARK1,1505 30th St,80302,9,12,6,1,2
244.227,61.67861111,49.56166667,BOULDER / CARPENTER PARK1,1505 30th St,80303,16,15,0,0,2
258.804,83.21472222,58.40861111,BOULDER / CARPENTER PARK1,1505 30th St,80302,7,11,1,0,2
267.051,64.82833333,57.53777778,BOULDER / CARPENTER PARK1,1505 30th St,80303,13,15,2,0,2
447.482,214.4536111,90.6925,BOULDER / CARPENTER PARK1,1505 30th St,80303,14,15,3,0,2
235.118,59.31194445,51.07388889,BOULDER / CARPENTER PARK1,1505 30th St,80302,6,7,4,0,2
348.886,71.08416667,68.55,BOULDER / CARPENTER PARK1,1505 30th St,80302,13,15,5,1,2
304.754,84.05694445,63.62472222,BOULDER / BASELINE ST1,1505 30th St,80302,12,13,6,1,2
251.025,63.80138889,52.11722222,BOULDER / CARPENTER PARK1,1505 30th St,80303,8,9,0,0,2
268.918,71.86027778,58.66722222,BOULDER / CARPENTER PARK2,1505 30th St,80303,15,17,1,0,2
336.415,81.71416667,70.2525,BOULDER / CARPENTER PARK1,1505 30th St,80302,13,14,2,0,2
367.305,94.92527777,71.98194444,BOULDER / CARPENTER PARK2,1505 30th St,80302,12,19,3,0,2
409.95,95.67222222,76.77916667,BOULDER / BASELINE ST1,1505 30th St,80302,18,17,4,0,2
428.898,124.3002778,92.16972222,BOULDER / CARPENTER PARK1,1505 30th St,80302,8,10,5,1,2
294.787,84.40083333,69.02555555,BOULDER / CARPENTER PARK1,1505 30th St,80303,11,13,6,1,2
316.065,80.08777778,63.93194445,BOULDER / CARPENTER PARK1,1505 30th St,80303,15,15,0,0,2
375.429,94.79055556,75.28916667,BOULDER / CARPENTER PARK1,1505 30th St,80303,18,19,1,0,2
413.23,103.1363889,82.71166667,BOULDER / CARPENTER PARK1,1505 30th St,80302,16,18,2,0,2
251.477,54.02916667,51.16361111,BOULDER / N BOULDER REC 1,1505 30th St,80302,18,21,3,0,2
