Total Duration (hours),Charging Time (hours),Energy (kWh),Fee,Station Name,MAC Address,Port Type,Port Number,Plug Type,Address 1,Postal Code,Latitude,Longitude,Start Hour,End Hour,Day of Week,is_weekend,season
51.21,39.25333333,118.611565,0,PALO ALTO CA / HAMILTON #1,000D:6F00:015A:9D76,Level 2,2,J1772,250 Hamilton Ave,94301,37.446373,-122.162331,13,21,4,0,0
16.47166667,14.51527778,52.178285,0,PALO ALTO CA / HAMILTON #2,000D:6F00:009E:D39E,Level 2,2,J1772,250 Hamilton Ave,94301,37.444607,-122.160263,13,21,5,1,0
22.19861111,10.60777778,34.848711,0,PALO ALTO CA / HAMILTON #2,000D:6F00:009E:D39E,Level 2,2,J1772,250 Hamilton Ave,94301,37.444607,-122.162331,11,23,6,1,0
39.43861111,28.1825,89.9643,0,PALO ALTO CA / HAMILTON #1,000D:6F00:015A:9D76,Level 2,2,J1772,250 Hamilton Ave,94301,37.444572,-122.160309,11,16,0,0,0
48.17305556,38.74333333,127.84627,0,PALO ALTO CA / HAMILTON #1,000D:6F00:015A:9D76,Level 2,2,J1772,250 Hamilton Ave,94301,37.444572,-122.160309,17,12,1,0,0
35.83333333,26.73888889,90.145879,0,PALO ALTO CA / HAMILTON #2,000D:6F00:009E:D39E,Level 2,2,J1772,250 Hamilton Ave,94301,37.444607,-122.162331,8,11,2,0,0
38.93805556,28.15277778,89.512968,0,PALO ALTO CA / HAMILTON #1,000D:6F00:015A:9D76,Level 2,2,J1772,250 Hamilton Ave,94301,37.444572,-122.160309,13,12,3,0,0
51.27833334,35.61666667,124.457185,0,PALO ALTO CA / HAMILTON #1,000D:6F00:009E:D39E,Level 2,2,J1772,250 Hamilton Ave,94301,37.446373,-122.162331,17,12,4,0,0
26.68388889,12.22166667,36.013939,0,PALO ALTO CA / HAMILTON #1,000D:6F00:015A:9D76,Level 2,2,J1772,250 Hamilton Ave,94301,37.444572,-122.160309,16,17,5,1,0
27.89138889,18.47527778,61.765948,0,PALO ALTO CA / HAMILTON #2,000D:6F00:009E:D39E,Level 2,2,J1772,250 Hamilton Ave,94301,37.444607,-122.160263,18,21,6,1,0
